input,label
سوڈانی خاتون کا سر ڈھانپنے کا قانون ماننے سے انکار، کوڑوں کی سزا ہوسکتی ہے,7
ہمیں ماضی کے جھروکوں سے باہر نکلنا ہوگا، مہیش بھٹ ,1
مسجد نبویؐ میں چھڑکاؤ والے 450 پنکھے نصب ہیں، رپورٹ,7
وائی فائی سگنلوں سے جذبات و احساسات کا اندازہ بھی لگایا جاسکتا ہے,4
برطانیہ میں زیادتی کے مجرم نے عدالتی کٹہرے میں ہی اپنی گردن کاٹ لی,7
مودی نے صنعت کاروں کے پیسوں کے بل پر انتخابات میں کامیابی حاصل کی، راہول گاندھی,7
بھارتی اداکارہ شیبا بھاگڑی نے پاکستان میں اپنا قیام مزید بڑھا دیا,1
ٹرمپ کیلیے دھچکا، جج نے سفری پابندیوں میں نرمی کردی,7
بھارت میں ایک کروڑ روپے سے زائد قیمت کا بکرا,7
شرح منافع میں کمی، بچت اسکیموں میں سرمایہ کاری 28 ارب روپے گھٹ گئی,0
پاکستان میں فلمسازی کیلیے جدید ٹیکنالوجی آچکی ہے، شمعون عباسی,1
فرانس، نامعلوم افراد کی فائرنگ،4 افراد ہلاک,7
قادر خان چلنے پھرنے سے قاصر، وہیل چیئر کے محتاج ہوگئے,1
بیلجیئم میں 50 ملین ڈالر کی مالیت کے ہیرے چوری,7
ایکسپریس انٹرٹینمنٹ پر نئی ڈرامہ سیریل ’’نصیبوں جلی نرگس‘‘ آج رات سے آن ایئر ہوگا,1
امریکا: نیند کے دوران تصاویر بنانیوالی ننھی مصورہ نے لوگوں کوحیران کردیا,1
2 کروڑ سعودی ریال سے غلاف کعبہ کی تیاری جاری,7
کے ایس سی ہنڈریڈ انڈیکس تاریخ کی بلند ترین سطح پر پہنچ گیا,0
نئی دہلی: جنسی زیادتی کیخلاف قانون مظلوم لڑکی سے منسوب کرنیکی تجویز,7
طالبان رہنماپاکستان میں اجلاس کررہے ہیں،افغان آرمی چیف کا الزام,7
آنتوں میں غبارہ ڈال کر ذیابیطس کے انقلابی علاج کی آزمائش شروع,2
روسی خاندان کا پالتو ریچھ جو گھر کے کاموں میں بھی حصہ لیتا ہے,6
بنگلہ دیش :  پولیس سے جھڑپیں، جماعت اسلامی کے 5حامی جاں بحق ,7
بھارتی عدالت کا سنی دیول کے خلاف مقدمہ درج کرنے کا حکم,1
امریکا میں پرانی عمارت گرانے کا دلکش اور رنگوں سے مزین نظارہ,6
سب سے بڑی صنعتی و تجارتی تنظیم نے نجکاری پروگرام کی حمایت کر دی ,0
اتفاقیہ کامیاب ہونے والے لوگ باکمال ہوتے ہیں، ریجا علی,1
جہادکے نام نہادعلمبردارنوجوانوں کوتباہ کررہے ہیں،سعودی مفتی اعظم ,7
اسرائیل کو کبھی تنہا نہیں چھوڑیں گے، ڈونلڈ ٹرمپ,7
کراچی اسٹاک مارکیٹ؛ انڈیکس 19000 کی تاریخی حد عبور کرکے برقرار نہ رکھ سکا ,0
ٹیکسوں میں اضافے پر بزنس کمیونٹی سراپا احتجاج,0
حکومت کا 400 سے زائد درآمدی اشیا مہنگی کرنے کا فیصلہ,0
’’ماسٹر آف سونگ پکچرائزیشن‘‘,1
ٹی وی پر آنے کا کوئی ارادہ نہیں، فلموں پر ہی پوری توجہ دونگی، لارا دتہ  ,1
تیز رفتار انٹرنیٹ کیلیے 1 کروڑ ڈالر کی سرمایہ کاری کا اعلان,0
کم شکر میں زیادہ مٹھاس والی صحت بخش چاکلیٹ تیار,2
تھیٹر بحالی کے لیے کوشاں ہیں 9مارچ سے ’’کیا کراچی بیمار ہے‘‘ دوبارہ پیش کیا جائیگا:ذاکر مستانہ,1
مرگی، ایک دماغی مرض,2
نوجوانی میں ایک بڑے ادارے کا کمپیوٹر ہیک کرتے پکڑا گیا تھا، بل گیٹس,6
کراچی اسٹاک مارکیٹ میں غیر ملکیوں کی بڑے پیمانے پر خریداری،465 پوائنٹس کا اضافہ,0
مچھلیاں جان بچانے کے لیے خشکی پر آنے لگیں,6
ہالی ووڈ اداکارہ جوڈی گارلینڈ کی فراک4 لاکھ 80 ہزار ڈالر میں فروخت ہوئی,1
مسابقت مخالف سرگرمیوں پر مسابقتی کمیشن کا فلور ملز ایسوسی ایشن کو شوکاز نوٹس,0
کامیابی اور ناکامی کا انحصار آپ کی سوچ پر ہے   ,1
" فلم بے شرم کا نیا ویڈیو گانا ""تیرے محلے"" ریلیز کردیا گیا",1
سنی لیون اپنے شوہر ڈینیل ویبر کی دیوانی,1
چین نے آلودہ ہوا صاف کرنے والا دنیا کا بلند ترین ٹاور بنالیا,4
پَروں کی طرح حرکت کرنے والے ونڈٹربائن,4
70کی دہائی کی فلم ’’ڈان‘‘ شاہکار تھی،امیتابھ بچن,1
کورین تاجروں کاپاکستان سے معاشی روابط بڑھانے پرزور,0
بلاوجہ تنقید فلم انڈسٹری پھر بحران کا شکار ہونے لگی,1
انسانوں سے 10 گنا زیادہ طاقتور کیکڑا,6
عورت احترام کی چیز ہےتماشہ نہ بنایا جائے، صوفیہ حیات,1
پھولوں سے مؤثر ترین سن بلاک بنانے کی راہ ہموار,2
بالی ووڈ کے وہ مشہوراداکارجنہیں مقدمات کا سامنا کرنا پڑا,1
متنازع ٹیکس اقدامات پر ایف بی آر او صنعتکاروں کے مذاکرات ناکام   ,0
طیارہ حادثے میں ماں اور بیٹا معجزانہ طور پر زندہ بچ گئے,6
امریکا میں سیکڑوں آئی فون ایکس چوری,4
بھارت کا نابینا نوجوان اپنی انتھک محنت سے کمپنی کا مالک بن گیا,6
عیدالاضحی پر425 ارب روپے کے جانوروں کی خریداری,0
ٹیکسٹائل ایکسپورٹ 6.55 فیصد بڑھ کر 8.48 ارب ڈالر تک پہنچ گئی   ,0
سوہا اور ویر داس کی’’31اکتوبر‘‘ لندن انڈین فلم فیسٹیول میں پیش کی جائیگی,1
’’مجھ تک پہنچنا مشکل ہی نہیں، ناممکن ہے‘‘   ,1
وزارت خزانہ کی نگراں وزیراعظم کو اقتصادی صورتحال پر بریفنگ   ,0
ماہرہ خان کی نئی فلم ’ورنہ‘ کی پہلی جھلک,1
تنخواہوں کی عدم ادائیگی؛ گرین لائن منصوبے کے عملے نے ہڑتال کر دی,0
کرن جوہر 70 کی دہائی کی فلم ’’دوسرا آدمی‘‘ کا  ری میک بنائینگے ,1
پریا پرکاش کا سری دیوی کو گانا گا کر خراج عقیدت,1
بُک شیلف,1
اسٹاک مارکیٹ، تیزی برقرار، مزید 22 پوائنٹس کا اضافہ   ,0
ایک لاکھ جی بی سے بھی زیادہ گنجائش والی ڈسک ڈرائیو تیار,4
شاہ رخ ’’دھوم 4‘‘ کیلیے بالکل فٹ ثابت ہونگے، عامر خان ,1
نیویارک میں وہیل چیئر پر بیٹھے معذور چور نے بینک لوٹ لیا,6
نرگس پر فلم ’’نصیبو‘‘ میں فلمایا جانے والا گانا آئٹم سانگ بنادیا گیا,1
5 لاکھ سستے گھروں کی تعمیر کا منصوبہ فائلوں تک محدود,0
ٹیکس وصولیوں میں 17 ارب کے فرق کا انکشاف,0
انجلینا جولی کا بریڈ پٹ سے طلاق نہ لینے کا فیصلہ,1
ودیا بالن فلم ’’ہماری ادھوری کہانی‘‘ میں عمران ہاشمی کے مقابل ہیروئن کاسٹ ,1
غلطیوں سے سیکھنے والے نقصان سے بچ جاتے ہیں،ریما,1
’’بچوں کی کفالت پر 400 کروڑ ڈیمانڈ افواہ‘‘,1
لیجنڈری گلوکار کمارسانو نے فن موسیقی سے دوری کی اہم وجہ بتا دی,1
شرمیلافاروقی کی ماجد جہانگیرسے ملاقات، 4لاکھ کا چیک دیا,1
مجھے رنگوں سے پیار ہے، اسکرپٹ دیکھ کر کام کرنے کا فیصلہ کرتی ہوں، عالیہ بھٹ ,1
فرانسیسی فنکار پتھر میں قید ہوگیا,6
میری زندگی بیٹی کے گرد گھومتی ہے،لارا دتہ,1
وزارت صحت کے 19 منصوبوں کیلیے فنڈز جاری نہ ہوسکے,0
کچن کے غذائی فضلے کو کھاد بنانے والا ڈسٹ بن,4
کاروباری افراد کے لیے واٹس ایپ کا نیا ورژن متعارف,4
ٹرانسپورٹرز اور بڑے کاشتکاروں کو ٹیکس نیٹ میں لانے کی تجویز پیش  ,0
سی پیک قرضوں پرسودکے لیے ٹیکس استثنیٰ تجویز,0
بجلی کے تاروں کےذریعے تیز رفتار انٹرنیٹ پہنچانے کا منصوبہ,4
وہ چند غذائیں جن میں سے ایک کو اپنی غذا کا حصہ بنانا ضروری ہے,2
کمپیوٹر کی غلطی سے گاڑی میں گیس بھروانے والوں کی چاندی ہوگئی,6
پاکستان کینیڈا کے ترجیحی ٹیرف میں مزید وسعت کا خواہاں,0
ڈالر کی قدرمیں اضافہ؛ اسٹیٹ بینک نے ایکسچینج کمپنیوں کا اجلاس طلب کرلیا,0
فیس بک پر لوگوں کی پسندیدہ اشیا اور رحجانات کی فہرست جاری,4
اسٹیٹ بینک نے التوائے قرض اٹھا لیا، کے اے ایس بی بینک کو بینک اسلامی میں ضم کر دیا گیا,0
عالمی ٹیکسٹائل مارکیٹ میں پاکستان کا حصہ20فیصد گھٹ گیا,0
پولٹری صنعت میں سرمایہ کاری 1 ہزار ارب روپے سے تجاوز,0
فرانس میں خاتون صدارتی امیدوار پر انڈوں کی بارش,6
پاکستانی روپیہ ڈالر کے مقابلے میں تاریخ کی کم ترین سطح پر پہنچ گیا ,0
پرانی درآمدی گاڑیوں پر ٹیکس میں اضافے پر نظرثانی کا مطالبہ  ,0
شعبہ زراعت میں بہتری لانا صوبوں کی ذمے داری ہے، وفاقی وزیر   ,0
پاکستان سے دبئی یومیہ 5 تا 7 ہزارغیرقانونی ٹرانزیکشنز کا انکشاف,0
دلہن اپنی بارات  خود لے کردلہا کے ہال پہنچ گئی,6
کام مکمل کرنے پر ازخود تلف ہوجانے والے روبوٹس کی جانب اہم پیش رفت,4
ڈسٹری بیوٹرز سے ٹیکس وصولی، مینوفیکچررز پریشان ,0
اب ایئرپورٹ میں چیک اِن کا عمل صرف 15 سیکنڈز میں مکمل ہو گا,4
پلاسٹک روڈ اسفالٹ یا تارکول کے مقابلے میں کم لاگت کا حامل منصوبہ,4
اسپرین سرطان کے مرض میں مبتلا افراد میں موت کا خطرہ کم کردیتی ہے، تحقیق,2
سیلفی رِنگ آپ کی سیلفی کو بنائے مزید بہترین,4
سام سنگ جلد ہی فولڈ ہونے والا اسمارٹ فون متعارف کرانے کو تیار,4
اپوزیشن ملک کے معاشی حالت پر رحم کرتے ہوئے اسے 3 سال کیلئے سیاست سے الگ کردے، وزیر خزانہ,0
دنیا بھر کی چیونٹیوں اور انسانوں کا وزن برابر ہے، دلچسپ تحقیق میں دعویٰ ,6
بروکریج چھاپہ حصص مارکیٹ کے حواس پر طاری، مزید9.83 ارب روپے کا نقصان,0
پاکستان سارک انشورنس ریگولیٹرز فورم کا چیئرمین منتخب,0
سعودی دُلہا نے ’’ہنی مون‘‘ پر پستول ساتھ لے جانے پر دلہن کو طلاق دے دی,6
کراچی اسٹاک مارکیٹ میں ہر ہفتے نئے ریکارڈ کا سلسلہ جاری,0
سورج میں زمین سے 50 گنا بڑے سوراخ کا پتہ چلالیاگیا,4
ایف بی آرآڈٹ کیلئے ٹیکس گزاروں کا ای ڈیٹا اے جی پی کو دیگا ,0
خواتین اپنی زندگی کے 5 ماہ کپڑوں کے انتخاب میں لگا دیتی ہیں، تحقیق,6
اصلی چمگادڑ کی طرح پرواز کرنے والی روبوٹ چمگادڑ,4
سیاسی غیر یقینی، حصص مارکیٹ میں بڑے پیمانے پر فروخت ،212 پوائنٹس کم ہوگئے ,0
50سال کی عمر میں بھی جوان نظرآنے کے گھریلو نسخے,2
حصص مارکیٹ میں تیزی سے36000پوائنٹس کی حد بھی عبور,0
ایسا بستر نما لباس جسے پہن کر سویا بھی جاسکتا ہے,6
پاکستانی طالبعلموں نے نابینا افراد کیلئے الیکٹرانک کیپ تیار کرلی,4
سی پیک منصوبہ… خطے کے دیگر ممالک بھی فائدہ اٹھا سکیں!!,0
گیس لوڈشیڈنگ، صنعتکاروںنے قانونی کارروائی کاانتباہ دیدیا,0
پاور سیکٹر نے سرکلر ڈیٹ کم کرنے اور بحران پر قابو کیلیے تجاویز پیش کردیں  ,0
بھاری ٹیکسوں سے کمپیوٹر انڈسٹری تباہی کے دہانے پر پہنچ گئی ,0
انرجی ڈرنکس کے زیادہ استعمال سے ایک شخص برین ہیمرج کا شکار,2
انعامی رقم سے تنگ برطانوی لڑکی کا لاٹری کمپنی کیخلاف مقدمے کا فیصلہ,6
"سرچ انجن ""یاہو"" کے نام کی تبدیلی پرغور",4
کراچی اسٹاک مارکیٹ میں محدود پیمانے پر تیزی,0
وٹامن ڈی ؛ ہڈیوں اور پٹھوں کی مضبوطی کا ضامن,2
اے ڈی بی ٹیم کا سندھ سرمایہ کاری بورڈ کے دفتر کا دورہ,0
واٹس ایپ سروس کئی گھنٹوں تک معطل,4
ایل ای ڈی ٹی وی خریدتے وقت اِن 8 باتوں کا خیال رکھیے,4
تائیوان میں طویل ترین قوسِ قزح کا مشاہدہ,6
شہری گرمی میں باسی کھانوں سے گریز اور گھر کے مشروبات پئیں، ماہرین طب,2
بصارت کی کم زوری، وجوہات اور علامات,2
اسٹاک ایکسچینج میں شدید مندی، انڈیکس میں 1389 پوائنٹس کی کمی,0
پرانے ڈیزائن کے نوٹ یکم دسمبر2016 سے کارآمدنہیں رہیں گے,0
انگلی سے اپنے جسم پرتحریر کرنے والی برطانوی خاتون,6
14ملین ڈالر کا خرچ اورجیٹ طیارے میں 20 ممالک کا سفر,6
سام سنگ پاکستان نے کیو ایل ای ڈی ٹی وی مہم کا اعلان کر دیا,4
پاکستان میں غذائی قلت کے شکار بچوں میں امیجنگ کیپسول استعمال کیا جائے گا,2
اہل کراچی خبردار ہوجائیں,4
بھارت میں اب بارات تاخیر سے لانے پر جرمانہ ہوگا,6
 حاسد عاشق نے نہ صرف اپنے رقیب کو قتل کیا بلکہ اس کا دل بھی نکال کر چبا ڈالا,6
اب ٹوئٹر پر ویڈیوز شیئر کریں اور ڈالر کمائیں,4
سر کو کاٹے بغیر دماغ کی سرجری کیلیے نئی تکنیک متعارف    ,4
بھارت میں دریاؤں اور گلیشیئرز کو قانونی فرد کا درجہ مل گیا,6
آنکھوں کی خشکی اور سوزش کا علاج ’’فنگس‘‘ سے ممکن ہے، ماہرین,2
امریکا میں میرج انشورنس کمپنی کا شادی پر 10 ہزار ڈالر دینے کا اعلان,6
خیرات کرنے یا عزیزوں کو تحفے دینے سے بلڈ پریشرسمیت کئی امراض سے بچا جاسکتا ہے,2
انوکھا ہوٹل جہاں کھانا خریدنے کیلئے پیسے نہیں کچرا دینا پڑتا ہے,6
پاکستان میں 98 فیصد ڈاکٹرطبی غلطیاں کرتے ہیں، تحقیق,2
ایسی7 بیماریاں جن کا پتا سانس کی بوسے چل سکتا ہے,2
انسانوں کی طرح سیکھنے اور سمجھنے والی جدید مشین,4
ترکمانستان کے صدر کی دھن پر 4 ہزار افراد نے گانا گا کرعالمی ریکارڈ قائم کردیا,6
اسٹیم سیلز سے آنکھوں کے لینس تیار کرنے کا تجربہ کامیاب,4
ممنوعہ شہر ,6
دوری جدول ( periodic table ) کی ترتیب غلط ہے!  ,4
دنیا کے عجیب و غریب تہوار اور میلے,6
گرمی میں روزے دار بلا ضرورت دھوپ میں باہر نکلنے سے گریز کریں، ماہرین طب,2
کیلی فورنیا یونیورسٹی میں سیلفی کورس متعارف کرادیا گیا,6
آئندہ 10 سال میں نوٹوں کے ذریعے لین دین ختم ہوجائے گی، سروے,6
سحری میں نمک کازیادہ استعمال پیاس کی شدت بڑھا دیتا ہے،ماہرین,2
مقبوضہ کشمیر میں گائے کو امتحان دینے کے لئے باقاعدہ رول نمبر جاری,6
فیس بک پروفائل تصویر چرانا اب آسان نہیں,4
دبئی کے امیر شہری نے بیٹی کیلیے سونے کی سلائیڈبنانے کا آرڈر دے دیا,6
گھاس سے بنے شاہکار فن پارے,6
جلد کی دلکشی اور جسمانی طاقت کے لیے شہد کے حیرت انگیز فوائد,2
جاننا ضروری ہے؛ کچھ نکات، جو فیس بک کے یوزرز کو معلوم ہونا چاہیئں   ,4
پھیپھڑوں کے کینسر کے خلاف قوت مدافعت بڑھانے والی دوا تیار,2
اسپتالوں میں گندگی سے لاکھوں بچے موت کے منہ میں چلے جاتے ہیں، عالمی ادارہ صحت,2
نامعلوم ذرائع سے اربوں ڈالر کی آمد سے ترکی میں سنسنی پھیل گئی   ,6
دنیا کی پہلی اے ٹی ایم مشین کی 50 ویں سالگرہ,6
دادی اماں نے بڑھاپے میں باڈی بلڈر بننے کی ٹھان لی,6
یوکرائن کے سابق صدرنے اپنے محل پر2 ارب ڈالرزخرچ کرڈالے,6
آن لائن خریدی گئی سبز چائے نے لڑکی کو ہیپاٹائٹس میں مبتلا کردیا,2
موزمبیق کے ’’ ہیرو چوہے‘‘,6
ڈائنوسار کے پیر کا ڈھائی فٹ چوڑا نشان دریافت,6
برطانیہ میں ایک ہی پودے پرآلواوربینگن اگانے کا کامیاب تجربہ,6
2015 میں ایک کروڑ10لاکھ افراد ہیپا ٹائٹس کا شکار بنے، سینیٹ کمیٹی,2
کھجورکے وہ حیرت انگیزطبی فوائد جن سے ہم اب تک لاعلم تھے,2
موبائل گیم ’پوکی مون گو‘ نے ریلیز ہوتے ہی مقبولیت کے جھنڈے گاڑ دئیے,4
چینی خلائی تجربہ گاہ زمین کے مدار میں داخل ہوتے ہی ٹکڑے ٹکڑے ہوجائے گی,4
امریکا کے پہاڑوں میں پڑنے والی بڑی دراڑ نے سائنس دانوں کو حیرت میں ڈال دیا,4
سب سے عجیب و غریب جانور,6
امریکا میں سب سے زیادہ طبعی اموات یکم جنوری کو ہوتی ہیں، تحقیق,6
تخلیقی صلاحیت کسی کی میراث نہیں,4
سال 2016 تاریخ کا گرم ترین سال ثابت ہوسکتا ہے، ناسا,4
ٹی بی۔۔۔۔۔ ایک مہلک مرض ؛ 70000 پاکستانی ہر سال جان سے چلے جاتے ہیں,2
خوف سے نجات پائیے اور کامیاب ہو جائیے,2
مریخ پر اربوں سال پہلے بڑے سمندر کے وجود کے شواہد,4
اسمارٹ جیکٹ کے ذریعے اب ڈرون اپنے جسم سے اڑائیں,4
برطانیہ میں ایک سے زائد شادی کرنے والے مردوں کے لیے سہولتوں کا قانون,6
شادی کے روز ’ناگن ڈانس‘ دولہا کومہنگا پڑگیا,6
پانچ سال سے تکیے کا غلاف نہ دھونے والی خاتون کی پلکوں میں کیڑے پڑگئے,6
موت جنھیں چھو نہیں پاتی,6
صحت کے معاملے میں خواتین کی 10 سنگین غلطیاں,2
تائیوان میں 3 دن تک مسلسل انٹر نیٹ کیفے میں گیم کھیلنے والا شخص زندگی کی بازی ہار گیا,6
5 قیمتی کاریں 40 سال بعد گودام سے برآمد,6
پھل اورسبزیاں نفسیاتی صحت پر مثبت اثر ڈالتی ہیں، تحقیق,2
روزہ کینسر، امراض قلب اور بڑھاپے سے بچاتا ہے، امریکی ماہرین,2
اسٹیم سیلز کے ذریعے ٹوٹی ہوئی کھوپڑی کی دوبارہ افزائش ممکن ہے، ماہرین,2
امریکا میں 7 منزلہ باسکٹ شکل کی عمارت برائے فروخت,6
بیچ بوٹ، ساحل کی ریت پر دلکش فن پارے بنانے والا روبوٹ ,6
چلنے سے قاصر خاتون نے وھیل چیئر پر 500 میٹربلند پہاڑ عبور کرلیا,6
ممتاز سائنس دان اسٹیفن ہاکنگ کی انسان کی تباہی سے متعلق تحقیق,4
دنیا کی معمر ترین خاتون 117 برس کی ہوگئیں,6
شدید گرمی نے صدر ٹرمپ کا دماغ گھما دیا,4
ہفتے میں 150 کیلے کھا کر گزارا کرنے والا نوجوان,6
ٹی بی کے ایک لاکھ 21 ہزار مریض سالانہ علاج چھوڑ دیتے ہیں,2
موسمیاتی تبدیلیاں دماغی امراض میں اضافہ کرسکتی ہیں، رپورٹ,2
مصر میں آپریشن کے دوران سیلفی لینے پر ڈاکٹرسمیت عملہ معطل,6
سائنس بنی سرمائے کی باندی,4
ہفتے میں ایک بار ہوٹل کا کھانا کھانے سے ہائی بلڈپریشر کا خطرہ بڑھ جاتا ہے، تحقیق,2
گیارہ سالہ طالب علم کا کارنامہ، انسانی زندگیاں بچانے والی سادہ ڈیوائس تیار کرلی,6
انسانی خون کی منتقلی سے بوڑھے چوہے جوان ہوگئے,4
سرطان پر تحقیق خلا میں!,2
بواسیر کے تکلیف دہ اثرات کو کم کیا جا سکتا ہے!,2
اپنے جوتے گھر پر تیار کیجیے,6
امریکا کا ایسا ریسٹورینٹ جہاں رول کھا کر ہوٹل کا حصہ دار بنا جاسکتا ہے,6
رقص کرتے جانوروں نے وہ کردکھایا جو بظاہر ناممکن دکھائی دیتا ہے,6
ہری مرچ کے وہ فائدے جو آپ شائد نہیں جانتے!,2
ایئرمالٹا کا اپنے پائلٹ اور ایئرہوسٹس کو شادی کا انوکھا فضائی تحفہ,6
مصنوعی ذہانت ؛ اب الزائمرکوجلد پکڑنے میں مدد ملے گی,2
چینی سے چہرہ شاداب بنائیں,2
’’دوبارہ زندگی ملے تو مستری بننا پسندکروں گا‘‘,6
بزنس مین نے خود کو محفوظ کرنے کیلئے نوٹوں کی دیوار بنا لی,6
ڈیٹا سینٹرز کی زیرِ آب منتقلی,4
ماہرین صحت نے ’’ایبولا وائرس‘‘ کے بعد مزید 2 مہلک امراض پھیلنے کا خدشہ ظاہر کردیا,2
انڈونیشیا میں قبر سے مردوں کو نکال کر نئے کپڑے پہنانے کی عجیب رسم,6
بازو پرالٹراساؤنڈ لہریں شامل کرکے بلڈ پریشر کو کم کرنے کا کامیاب تجربہ,2
بیماریوں کو درستگی سے شناخت کرنے والا آلہ تیار,2
قدرت کاعطا کردہ عظیم غذائی تحفہ ’دودھ‘ جب سفید زہر بن جائے,2
کہیں آپ بھی تو اِن غذائی عادات کا شکار نہیں؟,2
اٹلی میں باپ کے نام پر ہی بچے کا خاندانی نام رکھنا غیرقانونی قرار,6
جنگ سے متاثرہ پناہ گزینوں کے لیے خصوصی اور جدید خیمہ ایجاد,4
امریکا میں اپنی مالکن کے ربربینڈ اور ہیئربینڈ کھانے والا کتا,6
سورج مکھی کے بیج میں کئی بیماریوں کا علاج موجود ہے، ماہرین ,2
زیتون کے پتوں اور تیل کے فوائد,2
خاتون نے جگرکا ٹکڑا عطیہ کرنے والے اجنبی شخص کو جیون ساتھی بنالیا,6
بسکٹ کھانے والے افراد یادداشت کے مسائل سے دوچارہوسکتے ہیں، تحقیق,4
جی 20 کانفرنس کے اسٹیج پر بلیوں کی کیٹ واک,6
بچوں کی نگہداشت کیسے کریں؟ والدین کے لیے رہنما تحریر,2
20 سال سے اپنی انتڑیاں شاپر میں لیکر پھرنے والی خاتون,6
جسم سے چھو کر بلب روشن کرنے والا حیرت انگیز بچہ,6
روزانہ 30 منٹ پیدل چلنے سے قبل ازوقت موت سے دور رہا جاسکتا ہے,2
تباہ شدہ عمارتوں کے ملبے تلے زندہ افراد کا پتہ لگانے والے روبوٹ لال بیگ تیار,6
ملک کی 33 فیصد بالغ آبادی موٹاپے کا شکار ہوگئی,4
دل کے مریضوں کے لیے دنیا کا سب سے چھوٹا ’’پیس میکر‘‘ ایجاد,2
دیر تک بیٹھے رہنے کی عادت حافظے کے لیے نقصان دہ,2
کیڑے کا نام ’’ڈونلڈ ٹرمپ‘‘ رکھ دیا گیا,6
لہسن کھا کر بینائی تیز کیجیے,2
فیس بک، مائیکروسافٹ، گوگل اور ٹوئٹرکا نفرت انگیز مواد کے خلاف کارروائی کا فیصلہ,4
دنیا کی امیر ترین  خواتین کے بارے میں چند دلچسپ حقائق ,6
امریکی لڑکی نے کوڑا کرکٹ سے فیشن ایبل لباس بنا لئے,6
چکنائی کے بغیر دودھ اور دلیا کا ناشتہ کرنے سے موٹاپا اور دل کی بیماریوں کاخطرہ کم ہوجاتا ہے ,6
صرف 800 روپے میں اپنا اے سی خود بنائیے,6
زہری اور مشتری کل ایک دوسرے کے پاس سے گزریں گے,4
گوشت تازہ ہے یا باسی؟ اب یہ اسمارٹ ڈیوائس آپ کو بتائے,4
شوٹر گیم سے دماغی چوٹ والے مریض زیادہ تیزی سے صحتیاب ہوسکتے ہیں,2
گندے پانی سے فصل اگانے والے ممالک میں پاکستان سرِ فہرست,4
ایک ایسا ٹیسٹ جو 13 سال قبل ہی کینسر کی بیماری سے آگاہ کردے گا,2
یونان کے بینکنگ سیکٹر میں کرپشن پر ہیکرز نے مرکزی بینک کی ویب سائٹ ہیک کرلی,6
وزن کم کرنے کے خواہش مند افراد ناشپاتی کو خوراک میں شامل کریں، ماہرین,2
شادی کیجیے اور لمبی عمر پایئے,2
بھارت نے خلائی تحقیق کے لیے تحقیقاتی لیبارٹری خلا میں روانہ کردی,4
پُراسرار بیماری ’ایکس‘ ڈبلیو ایچ او کی خطرناک بیماریوں کی فہرست میں شامل,2
تیل نکلنے سے پہلے اہل عرب سمندر سے موتی ڈھونڈتے تھے,6
پشاور میں 118 برسوں سے زنجیروں میں جکڑا درخت,6
جاپانی مافیا جس کا ہر رکن اپنی انگلی خود کاٹتا ہے,6
10 سال سے  روزانہ پتھر کھانے والا بھارتی شہری,6
دماغ کو تندرست وتوانا رکھیے,2
صرف 5 گھنٹے میں نیویارک سے اسلام آباد پہنچنے والا مسافر بردار طیارہ,4
پاکستانی سائنسدان واصف فاروق نے جرمنی میں ’’گرین ٹیلنٹس‘‘ ایوارڈ اپنے نام کرلیا,4
کرہ ارض کو بچانے کیلیے ایٹمی ہتھیار استعمال کیے جا سکتے ہیں، ناسا,4
ناسا نے دنیا بھر میں سمندروں کی سطح میں خطرناک حد تک اضافے سے خبردار کردیا,4
اٹلی کا ایسا گاؤں جہاں کے بہت سے مقامات انٹرنیٹ سروسز کے نام سے منسوب ہیں,6
کبھی نہ خراب ہونے والے واٹر پروف اسٹکی پیڈز,4
ناسا کے سیکڑوں جدید ترین سافٹ ویئر بالکل مفت!,4
نیند کی کمی کئی دماغی بیماریوں کا سبب بنتی ہے، تحقیق,4
کھوپڑی کی کھال سے گنج پن کا علاج دریافت,2
رات کو جلد سونے والے بچوں میں موٹاپے کے خدشات آدھے رہ جاتے ہیں، ماہرین,2
کویت میں دل کی شکل کا تربوزعوام کی توجہ کا مرکز بن گیا,6
روسی شخص نے ایک ماہ گاڑی میں سوکر کارپرخراشیں ڈالنے والے کو پکڑلیا,6
نئی دنیا ؛70میل فی گھنٹہ کی رفتار سے اُڑنے والا ڈرون,4
اپنے بالوں کے ساتھ یہ 5 چیزیں ہرگزنہ کیجیے ورنہ گنجے ہوجائیں گے,2
ڈارک ویب کے خلاف عالمی کریک ڈاؤن؛ دو بڑی کمپنیاں بند، لاکھوں ڈالر کرپٹو کرنسی ضبط,4
دنیا کے سب سے کم عمر مریض کے دونوں ہاتھوں کی پیوندکاری کا کامیاب تجربہ,2
دودھ کو 9 ہفتوں تک پھٹنے سے بچانے کا طریقہ,2
خطہ عرب میں 20 ہزارسال پہلے بھی انسانی آبادی موجود تھی، تحقیق,4
ترکی چاکلیٹ فیسٹیول میں ڈونلڈ ٹرمپ کا چاکلیٹی مجسمہ مقبول,6
کویت میں منشیات کا اسمگلرکبوترگرفتار,6
پہلی مرتبہ کسی جانور کے ہر دماغی خلیے کی سرگرمی ریکارڈ کرلی گئی,4
چین میں گھرگھرجاکرمریضوں کاعلاج کرنیوالے معذورڈاکٹرنےخدمت کی اعلیٰ مثال قائم کردی,6
واٹس ایپ ایک بار پھر ہیکرز کے نشانے پر,4
تنزانیہ سُورج مُکھی افراد( البائنوز) کے بعد عورتوں کی قتل گاہ بن گیا,2
انسان کی ہڈی سے بنا ساز,6
